from_port,to_port,distance_nm,port_time_days,sailing_time_days,total_arc_time_days
Durban,Jacksonville,7640.0339,1.981929087912088,20.537725537634408,22.519654625546497
Durban,Kingston (Jam),7056.337200000004,1.981929087912088,18.968648387096785,20.950577475008874
Durban,Port Arthur,8214.0735,1.981929087912088,22.080842741935484,24.062771829847573
Durban,Veracruz,8210.5017,1.981929087912088,22.07124112903226,24.05317021694435
Ennore,Durban,4094.5342,1.278459821428571,11.006812365591397,12.285272187019968
Ennore,Jacksonville,11663.0,1.278459821428571,31.352150537634408,32.63061035906298
Ennore,Kingston (Jam),11101.0,1.278459821428571,29.841397849462364,31.119857670890934
Ennore,Port Arthur,12267.0,1.278459821428571,32.975806451612904,34.25426627304147
Ennore,Veracruz,12266.0,1.278459821428571,32.973118279569896,34.251578100998465
Kingston (Jam),Jacksonville,1016.4561,1.471634407906559,2.732408870967742,4.204043278874301
Kingston (Jam),Port Arthur,1225.5606,1.471634407906559,3.294517741935484,4.766152149842043
Kingston (Jam),Veracruz,1181.0245,1.471634407906559,3.1747970430107526,4.646431450917312
Kuwait,Durban,4394.1097,0.5332798461538462,11.812122849462366,12.345402695616212
Kuwait,Ennore,2874.227800000001,0.5332798461538462,7.726418817204304,8.25969866335815
Kuwait,Jacksonville,12014.0,0.5332798461538462,32.295698924731184,32.82897877088503
Kuwait,Kingston (Jam),11452.0,0.5332798461538462,30.78494623655914,31.318226082712986
Kuwait,Mumbai,1529.2964,0.5332798461538462,4.111011827956989,4.644291674110835
Kuwait,Pipavav (Victor) Port,1430.4119,0.5332798461538462,3.8451932795698927,4.378473125723739
Kuwait,Port Arthur,12615.0,0.5332798461538462,33.91129032258065,34.444570168734494
Kuwait,Veracruz,12614.0,0.5332798461538462,33.90860215053763,34.44188199669148
Mumbai,Durban,3796.0089,1.716875,10.204324999999999,11.921199999999999
Mumbai,Ennore,1457.5572,1.716875,3.9181645161290324,5.635039516129032
Mumbai,Jacksonville,11417.0,1.716875,30.690860215053764,32.40773521505376
Mumbai,Kingston (Jam),10855.0,1.716875,29.18010752688172,30.89698252688172
Mumbai,Port Arthur,12015.0,1.716875,32.29838709677419,34.015262096774194
Mumbai,Veracruz,12014.0,1.716875,32.295698924731184,34.012573924731186
Pipavav (Victor) Port,Durban,3842.5037,0.4645832500000001,10.329311021505378,10.793894271505378
Pipavav (Victor) Port,Ennore,1587.8372,0.4645832500000001,4.268379569892473,4.732962819892474
Pipavav (Victor) Port,Jacksonville,11464.0,0.4645832500000001,30.817204301075268,31.28178755107527
Pipavav (Victor) Port,Kingston (Jam),10902.0,0.4645832500000001,29.306451612903224,29.771034862903225
Pipavav (Victor) Port,Mumbai,143.6242,0.4645832500000001,0.4274529761904762,0.8920362261904763
Pipavav (Victor) Port,Port Arthur,12062.0,0.4645832500000001,32.424731182795696,32.88931443279569
Pipavav (Victor) Port,Veracruz,12061.0,0.4645832500000001,32.42204301075269,32.886626260752685
Port Arthur,Jacksonville,1190.0227,1.0,3.198985752688172,4.198985752688172
Veracruz,Jacksonville,1307.8586,2.298287,3.515748924731183,5.814035924731183
Veracruz,Port Arthur,655.4065,2.298287,1.761845430107527,4.060132430107528
